name,online_order,book_table,rate,votes,location,rest_type,cost_for_two_people
Marigold Fine Dine Restaurant,False,True,4.0,288,Whitefield,Casual Dining,1500
Tiffin Room - Miraya Hotel & Residences,False,True,3.8,137,Whitefield,Fine Dining,2000
Flavours Radha Hometel,False,True,3.0,185,Whitefield,Casual Dining,800
The Podium Sports Bar,False,False,3.8,24,Marathahalli,Bar,1200
Bangalore Agarwal Bhavan,False,False,3.0,5,Whitefield,Quick Bites,500
Zodiac,False,False,3.6,62,Whitefield,Casual Dining,1500
M Bar - Bengaluru Marriott Hotel Whitefield,False,False,3.9,75,Whitefield,"Fine Dining, Bar",2000
Citrus Cafe - Lemon Tree Hotel,False,False,3.8,118,Whitefield,Casual Dining,1900
Afoozoo - Ginger Hotel,False,False,3.0,40,Whitefield,Casual Dining,800
Keys Cafe - Keys Hotel,False,False,2.8,161,Whitefield,"Casual Dining, Bar",1200
Flavors of India,True,False,3.6,34,Marathahalli,Casual Dining,800
The Restaurant,False,False,3.7,23,Marathahalli,Casual Dining,1200
HIGH SKY,False,False,3.6,32,Whitefield,Casual Dining,1000
Southern Spice,False,True,3.0,83,Whitefield,Casual Dining,1200
Paprica,True,False,2.6,118,Marathahalli,"Casual Dining, Bar",1200
Elements - Mapple Express,False,False,2.9,51,Whitefield,Casual Dining,600
Mega Bite,False,True,3.6,54,Whitefield,Casual Dining,1100
Breads and Banter,False,True,4.2,65,Brookefield,"Cafe, Bakery",400
Onesta,True,True,4.3,840,Brookefield,"Casual Dining, Cafe",600
Chai Galli,True,False,4.2,819,Brookefield,Cafe,300
Mugs N Burgers,True,True,4.0,130,Brookefield,Cafe,600
Refresh,True,True,3.2,501,Brookefield,Cafe,500
Madouk Cafe,False,False,4.0,72,Brookefield,Cafe,500
Biggies Burger 'n' More,True,False,4.0,293,Brookefield,Quick Bites,650
Chaai Resto,True,False,3.4,6,Brookefield,Cafe,200
Cafe Coffee Day,False,False,2.3,30,Brookefield,Cafe,900
An Egg Story,False,False,4.1,701,Brookefield,Cafe,600
Bloomsbury's Global Kitchen & Bakehouse,True,True,4.0,733,Whitefield,"Cafe, Dessert Parlor",900
Enchanted Garden,True,True,4.3,330,Whitefield,"Casual Dining, Cafe",1400
Cafe Palmyra,False,True,4.2,500,Whitefield,"Casual Dining, Cafe",2000
Cultch Resto Cafe,False,False,3.7,46,Marathahalli,Cafe,600
Cafe Thulp,True,False,3.4,54,"ITPL Main Road, Whitefield",Cafe,1000
Oregano Soul Food,True,False,4.1,142,Whitefield,Cafe,700
The Chocolate Heaven,True,False,3.1,175,Whitefield,"Dessert Parlor, Quick Bites",600
Chai Mania,True,False,2.8,67,Marathahalli,Cafe,300
Starbucks,False,False,3.9,34,Whitefield,Cafe,700
Black Rock Cafe,True,False,3.0,22,Marathahalli,Cafe,500
Whitefield Baking Company - Bengaluru Marriott Hotel...,False,False,3.9,57,Whitefield,"Bakery, Cafe",400
Cafe Olive,False,False,3.1,14,Marathahalli,Cafe,500
Tim Cafe,True,False,3.6,39,Marathahalli,Cafe,250
Spice Boulevard,False,False,3.9,90,Whitefield,Cafe,700
Fashion Knack Cafe,False,False,3.7,18,Whitefield,Cafe,250
UBCR,True,False,3.6,9,Marathahalli,Cafe,1000
Teashot,False,False,2.9,24,Whitefield,Cafe,150
FIFA Cafe,False,False,3.2,4,Marathahalli,Cafe,500
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,False,False,3.2,40,Marathahalli,"Cafe, Quick Bites",400
Chef Baker's,True,False,3.0,32,Whitefield,"Bakery, Cafe",400
REFUEL,True,False,3.7,118,Marathahalli,"Takeaway, Delivery",300
Easy Bites,True,False,4.0,50,"Varthur Main Road, Whitefield","Takeaway, Delivery",300
Polar Bear,True,False,4.0,41,"Varthur Main Road, Whitefield","Takeaway, Delivery",300
Punjabites,True,False,3.7,10,"Varthur Main Road, Whitefield","Takeaway, Delivery",400
Empire Restaurant,True,False,3.0,156,"Varthur Main Road, Whitefield","Takeaway, Delivery",400
Midnight Mania,True,False,3.8,599,Marathahalli,Delivery,700
Buddha Treats,True,False,4.2,351,Brookefield,Casual Dining,600
Kitchens@Whitefield,True,False,3.4,215,"Varthur Main Road, Whitefield","Takeaway, Delivery",400
La-Pizza,True,False,3.6,151,East Bangalore,Delivery,450
Bowl N Biryani,True,False,3.4,22,"ITPL Main Road, Whitefield",Quick Bites,500
Ooh La La,True,False,3.6,15,Whitefield,Delivery,500
DinePost9,True,False,3.8,798,Marathahalli,Delivery,450
Fish Chain,True,False,3.8,78,"Varthur Main Road, Whitefield","Takeaway, Delivery",250
Rishitha Restaurant,True,False,3.8,57,Whitefield,Quick Bites,500
Night Food Joint,True,False,2.8,295,Marathahalli,Delivery,500
KA53,True,False,3.7,22,Whitefield,Quick Bites,300
Roti Ghar Ki,True,False,4.0,107,Whitefield,Quick Bites,400
Techies Kitchen,True,False,3.6,193,"ITPL Main Road, Whitefield",Delivery,400
Imperio Restaurant,True,True,4.2,767,Brookefield,Casual Dining,700
Karama Restaurant,True,False,3.0,13,"Varthur Main Road, Whitefield","Takeaway, Delivery",400
S'Mack,True,False,3.0,9,Whitefield,Quick Bites,300
BITEBOX,True,False,4.4,150,Marathahalli,Quick Bites,300
Dabba Gosht,True,False,3.2,22,"Varthur Main Road, Whitefield","Takeaway, Delivery",400
Tandoor Box,True,False,3.0,69,Brookefield,Casual Dining,850
Hot Cross Bun,True,False,3.1,8,Marathahalli,"Takeaway, Delivery",500
Rayalseema Kitchens,True,False,3.7,36,Marathahalli,Casual Dining,700
Nite Out,True,False,3.0,6,Marathahalli,Delivery,500
Eatzgreen,True,False,3.8,58,Marathahalli,Quick Bites,500
Biryani Day,True,False,3.7,751,Marathahalli,Casual Dining,500
Biryani Miya,True,False,3.1,6,Marathahalli,Delivery,600
Eatwell Restaurant,True,False,3.0,64,Marathahalli,Quick Bites,400
Cafe Coffee Day,True,False,3.6,97,Marathahalli,Cafe,650
Frozen Bottle,True,False,3.8,58,Brookefield,Beverage Shop,400
CakeZone,True,False,3.8,16,"Varthur Main Road, Whitefield","Takeaway, Delivery",200
Indian Aroma Cafe,True,False,2.8,83,Whitefield,Quick Bites,300
MRA,True,False,3.0,13,"Varthur Main Road, Whitefield","Takeaway, Delivery",200
Juice Shop,True,False,3.7,17,"Varthur Main Road, Whitefield","Takeaway, Delivery",150
Indiana Burgers,True,False,3.0,53,Whitefield,Delivery,300
Kolkata Restaurant,True,False,3.0,19,Marathahalli,"Takeaway, Delivery",250
The Hyderabad Chefs,True,False,2.8,64,Whitefield,"Takeaway, Delivery",600
Dehati Murgee,True,False,4.0,151,Whitefield,Quick Bites,600
Refresh,True,False,3.6,297,Whitefield,Quick Bites,400
MealsTree,True,False,3.6,162,Marathahalli,Delivery,400
Hyderabadi Biryani Hub,True,False,2.9,102,Marathahalli,Casual Dining,600
Treatley,True,False,3.3,405,Whitefield,Delivery,500
Vegetarea,True,False,3.9,13,"Varthur Main Road, Whitefield","Takeaway, Delivery",250
Food Mingo,True,False,3.0,4,Marathahalli,Quick Bites,450
Game Of Tandoors,True,False,3.7,241,Marathahalli,Quick Bites,400
Mojo Pizza - 2X Toppings,True,False,4.3,200,"ITPL Main Road, Whitefield","Takeaway, Delivery",600
Yo! Chow,True,True,4.4,1777,Marathahalli,Casual Dining,800
Kanti Sweets,True,False,4.2,218,Brookefield,Sweet Shop,400
Pizza Baker's,True,False,3.0,15,Marathahalli,Quick Bites,450
Food Zone,True,False,3.4,308,Marathahalli,Quick Bites,300
Jhanhavi Restaurant,True,False,3.1,105,Marathahalli,Quick Bites,400
Banana Leaf,True,False,2.9,15,Marathahalli,"Takeaway, Delivery",600
Udupi Grand Veg,True,False,3.0,208,Marathahalli,Quick Bites,450
Village Restaurant,True,False,3.0,338,Marathahalli,Casual Dining,1000
Take It!,True,False,3.1,39,Marathahalli,Delivery,450
Biryani Factory,True,False,3.0,11,Whitefield,Delivery,400
Chinese Chaska,True,False,3.1,125,Whitefield,Casual Dining,550
The Bahubali,True,True,3.0,151,Marathahalli,Casual Dining,800
Alpha - House of Biryani & Tandoor,True,False,3.3,387,Whitefield,Casual Dining,800
Tanuja Home Food,True,False,3.1,18,Whitefield,Delivery,300
Combo Biriyani,True,False,2.9,6,Whitefield,Delivery,400
Dilli Darbar,True,False,3.4,372,Whitefield,Casual Dining,500
Lila Kitchen,True,False,2.9,8,Whitefield,Delivery,500
Hyderabad Dawat,True,False,3.2,30,Marathahalli,Casual Dining,650
Noodle Oodle,True,False,3.6,9,Whitefield,Delivery,400
McDonald's,True,False,3.0,394,Brookefield,Quick Bites,500
Mealer.in,True,False,3.8,9,Marathahalli,Delivery,450
Handi Biryani,True,False,3.9,84,Marathahalli,Quick Bites,300
Happy Eat,True,False,3.3,86,Marathahalli,Quick Bites,300
Food Mood,True,False,3.7,52,Whitefield,Delivery,350
InnerChef,True,False,3.7,175,Whitefield,Delivery,500
Dock Frost'd,True,False,4.6,110,Marathahalli,"Beverage Shop, Dessert Parlor",400
Tandoori Junction,True,False,3.9,81,Marathahalli,Quick Bites,400
Dil Punjabi,True,False,2.6,158,Marathahalli,Quick Bites,300
Kerala Tiffin,True,False,3.9,162,Whitefield,Delivery,300
Mahek of Punjab,True,False,2.7,75,Marathahalli,Quick Bites,400
Punjabi Phulka,True,False,2.8,67,Marathahalli,Quick Bites,500
The Bawarchi,True,False,2.6,329,Marathahalli,Casual Dining,700
Eat Eroo - Bombay Vada Pav,True,False,4.0,306,Marathahalli,Quick Bites,150
Damodar Seth,True,False,3.1,152,Marathahalli,Casual Dining,600
Donne Biryani Mane,True,False,3.2,31,Whitefield,Quick Bites,300
Five Star Chicken,True,False,3.0,11,Marathahalli,Quick Bites,200
Kitchen Rabbit,True,False,3.6,18,Whitefield,Quick Bites,500
BOX8- Desi Meals,True,False,4.2,78,Whitefield,"Takeaway, Delivery",500
Ande Ka Funda,True,False,3.3,225,Marathahalli,Quick Bites,250
Satakarni,True,False,3.1,216,Marathahalli,Casual Dining,650
Lassi Corner,True,False,3.3,68,Marathahalli,"Beverage Shop, Quick Bites",250
Orbis Restaurant,True,True,3.9,1117,Whitefield,Casual Dining,750
Domino's Pizza,True,False,3.0,458,Brookefield,Quick Bites,800
Vijayawada Heights,True,False,3.0,7,Whitefield,Casual Dining,600
The Combo House,True,False,3.3,7,Whitefield,Quick Bites,500
Cream Stone,True,False,4.1,502,Marathahalli,Dessert Parlor,500
The Good Bowl,True,False,3.1,6,Marathahalli,"Takeaway, Delivery",500
The Waffcake Legacy,True,False,4.0,167,Marathahalli,Dessert Parlor,350
Warm Oven,True,False,4.0,171,Whitefield,Bakery,500
Sweet Truth,True,False,3.8,23,"ITPL Main Road, Whitefield",Delivery,500
Kesar Sweet Shop and Fast Food,False,False,4.1,1123,Brookefield,Quick Bites,500
Breads and Banter,False,True,4.2,65,Brookefield,"Cafe, Bakery",400
Gusto's Pizza,False,False,3.1,10,Whitefield,"Takeaway, Delivery",500
Imperia Restaurant,True,False,2.4,125,Whitefield,Casual Dining,500
Kaka Da Dhaba,True,False,3.1,16,Marathahalli,Quick Bites,400
Kaati Zone,True,False,3.3,184,Marathahalli,Quick Bites,350
The Paratha Company,True,False,4.2,402,Whitefield,Delivery,400
Enchanted Garden,True,True,4.3,330,Whitefield,"Casual Dining, Cafe",1400
Imperial Restaurant,True,False,3.7,487,Marathahalli,Casual Dining,700
Chatora,True,False,3.0,108,Marathahalli,Quick Bites,300
Firangi Bake,True,False,4.1,48,Marathahalli,Delivery,600
FreshMenu,True,False,3.2,835,Whitefield,Delivery,450
Meghana Foods Grand,True,False,4.2,3336,Marathahalli,Casual Dining,600
Burger King,True,False,3.9,114,"ITPL Main Road, Whitefield",Quick Bites,600
Foodism,True,False,4.1,319,Marathahalli,Delivery,300
HOMMS,True,False,4.0,224,Marathahalli,Quick Bites,300
Chakh Le India,True,False,3.1,92,Marathahalli,Quick Bites,300
Juice Berg,True,False,3.7,45,Brookefield,"Beverage Shop, Quick Bites",300
Salem Kitchen,False,False,3.4,230,Brookefield,Casual Dining,550
Pizza Hut,True,False,3.7,486,"ITPL Main Road, Whitefield",Quick Bites,750
Artinci Artisanal Ice Cream,True,False,4.0,58,Whitefield,Dessert Parlor,300
Amanthrana Gardenia,True,False,3.8,107,Brookefield,Casual Dining,800
M.M.A. Kabab's & Biriyani Center,True,False,3.2,789,Brookefield,Quick Bites,400
Samosa Singh,True,False,4.0,239,Marathahalli,Quick Bites,200
The Early bell,True,False,3.9,191,Whitefield,Quick Bites,300
Faasos,True,False,4.0,176,"ITPL Main Road, Whitefield",Delivery,500
Maria Taste Circle,True,False,3.9,666,Marathahalli,Casual Dining,450
Hotel Salala,True,False,3.0,18,Brookefield,Quick Bites,400
Punjabi Tasty Khana,True,False,3.1,158,Brookefield,Quick Bites,450
Maa Bhook Lagi,True,False,4.0,901,Whitefield,Delivery,400
A2B - Adyar Ananda Bhavan,True,False,3.7,32,"Varthur Main Road, Whitefield","Takeaway, Delivery",200
Palos,True,False,3.3,44,Marathahalli,Quick Bites,300
Dodda Mane Donne Biryani,False,True,3.1,19,Brookefield,Quick Bites,400
Chatpatlal Sweets & Snacks,True,False,4.2,334,Marathahalli,"Quick Bites, Sweet Shop",200
Shan-e-Punjabi Express,True,False,3.1,71,Whitefield,Quick Bites,400
Paradise,True,True,3.9,1644,Whitefield,Casual Dining,800
Fujian Express,True,False,3.8,32,"Varthur Main Road, Whitefield","Takeaway, Delivery",200
Le Gateau - The Cake Shop,True,False,4.4,536,Old Airport Road,Delivery,600
Mou Tushi Family Restaurant,False,False,3.7,27,Brookefield,Quick Bites,150
Corner House Ice Cream,True,False,4.0,949,Marathahalli,Dessert Parlor,400
Aditya Sweets,True,False,3.7,21,Whitefield,Sweet Shop,200
Karma Foods,False,False,3.2,8,Brookefield,Quick Bites,250
Stonelicious,True,False,4.1,284,Marathahalli,Dessert Parlor,300
Udupi Delux,False,False,2.6,140,Brookefield,Casual Dining,400
Kritunga Restaurant,False,False,2.9,595,Brookefield,Casual Dining,650
Rekha Restaurant,False,False,3.6,97,Brookefield,Quick Bites,450
Cold Stone Creamery,True,False,4.3,501,Whitefield,Dessert Parlor,400
Desi Foodizzz,False,False,3.7,28,Brookefield,Casual Dining,600
Foodies Delight,True,False,3.8,178,Whitefield,Quick Bites,400
Sri Udupi Park,False,False,3.4,13,Brookefield,Quick Bites,300
Midas Touch,False,False,3.2,19,Brookefield,Bakery,300
Mandya Gowdru Hotel,False,False,3.3,5,Brookefield,Quick Bites,200
Venice Kerala Restaurant,False,False,3.7,32,Brookefield,Quick Bites,200
Ovenstory Pizza,True,False,4.1,74,Marathahalli,Delivery,750
Biggies Burger 'n' More,True,False,3.8,63,Marathahalli,Cafe,650
TBC - The Breakfast Company,True,False,3.8,26,Marathahalli,Quick Bites,150
Shanmukha,True,False,4.0,546,Brookefield,Casual Dining,800
Office Lunch Box,True,False,3.7,111,Whitefield,Delivery,200
Desi Khana,True,False,3.4,242,"Varthur Main Road, Whitefield",Quick Bites,300
Skandas Veg Restaurant,False,False,3.2,22,Brookefield,Casual Dining,400
Orchard Fresh,False,False,3.3,21,Brookefield,Dessert Parlor,400
Waffle Square,True,False,3.9,24,Marathahalli,"Dessert Parlor, Beverage Shop",300
Red Chilli,False,False,3.0,18,Brookefield,Fine Dining,600
Om Sweets & Fast Food,False,False,3.4,19,Brookefield,Quick Bites,200
Mast Kalandar,False,False,2.4,229,Brookefield,Casual Dining,450
Onesta,True,True,4.6,2750,Marathahalli,"Casual Dining, Cafe",600
New Ambur Hot Dum Biryani,False,False,3.0,8,Brookefield,Quick Bites,300
Chatpata,False,False,3.2,4,Brookefield,Food Court,500
Andhra Spices,False,False,3.2,4,Brookefield,Quick Bites,400
CocoFresh,False,False,3.3,4,Brookefield,Food Court,300
U.P. Dhaba,True,False,2.8,511,Whitefield,Quick Bites,350
KFC,True,False,2.8,246,"ITPL Main Road, Whitefield",Food Court,400
Windy- Taste Of Home,True,True,3.6,109,Whitefield,Quick Bites,300
Dunkin' Donuts,True,False,4.0,180,Brookefield,"Quick Bites, Dessert Parlor",550
Expresso Restaurant,True,False,3.0,4,Whitefield,"Takeaway, Delivery",400
Brew and Barbeque - A Microbrewery Pub,True,True,4.7,5746,Marathahalli,"Microbrewery, Pub",1400
Al-Bek,True,False,3.6,118,"Varthur Main Road, Whitefield","Takeaway, Delivery",300
Ganesh Bhavan,True,False,4.0,69,Brookefield,Quick Bites,200
Abhiruchi Andhra Mess,True,False,3.4,31,Whitefield,Mess,300
WOW! Momo,True,False,2.9,44,Whitefield,"Food Court, Quick Bites",400
Punjabi Twist,True,False,4.1,141,Marathahalli,Quick Bites,300
Sidewalk - The Garden Bar,True,True,4.0,2949,Marathahalli,"Bar, Casual Dining",1300
Shreeji Restaurant,True,False,3.8,36,"ITPL Main Road, Whitefield","Takeaway, Delivery",300
Chaat Street,True,False,4.1,219,"Varthur Main Road, Whitefield",Kiosk,250
Thalassery Restaurant,True,False,3.0,530,Whitefield,Casual Dining,500
Beijing Bites,True,False,3.4,23,"Varthur Main Road, Whitefield","Takeaway, Delivery",400
North Wale Restaurant,False,False,2.9,115,Brookefield,Casual Dining,800
An Egg Story,False,False,4.1,701,Brookefield,Cafe,600
Radha Rani,True,False,3.3,244,Brookefield,Quick Bites,400
Chickpet Donne Biryani House,True,False,3.7,80,Marathahalli,Casual Dining,600
Nandini Deluxe,False,False,2.8,55,Brookefield,Casual Dining,600
Sorse,True,True,4.0,956,Whitefield,Casual Dining,750
Nizam's Biryani House,True,False,3.9,756,Marathahalli,Casual Dining,1000
Cake Menu,True,False,3.0,25,Marathahalli,Bakery,400
Le Charcoal,True,True,3.9,328,Brookefield,Casual Dining,600
Galito's,True,True,4.6,586,Whitefield,Casual Dining,1000
Delhi Walle,True,False,3.9,631,Marathahalli,Quick Bites,300
Lassi Corner,True,False,3.7,141,Marathahalli,Beverage Shop,300
Delhi Kitchen,True,False,2.9,142,"ITPL Main Road, Whitefield","Takeaway, Delivery",400
Nandighosha,True,False,3.6,535,Marathahalli,Quick Bites,400
Coastal Hub,True,True,4.0,364,Whitefield,Casual Dining,700
Shyam's Lunch Box,True,False,3.2,9,Whitefield,Quick Bites,300
Andhra Biryanis,True,False,4.0,108,Whitefield,Casual Dining,700
Raj Donne Biriyani,True,False,3.0,15,Marathahalli,Quick Bites,450
Suryawanshi,True,False,4.1,926,Whitefield,Casual Dining,700
9D Foods,True,False,4.0,458,Marathahalli,Quick Bites,400
Behrouz Biryani,True,False,3.9,167,Whitefield,Delivery,650
Estaa Sweets,True,False,3.3,5,Whitefield,Sweet Shop,300
The Fat Chef,True,True,4.1,1739,Whitefield,Casual Dining,1400
Bloomsbury's Global Kitchen & Bakehouse,True,True,4.0,733,Whitefield,"Cafe, Dessert Parlor",900
New Paratha Corner,True,False,3.9,175,Whitefield,Quick Bites,350
The Egg Factory,True,False,4.0,738,Whitefield,Casual Dining,750
Daily Sushi,True,False,3.8,56,Whitefield,Casual Dining,900
AKS Family Dhaba And Restaurant,True,False,3.6,41,Marathahalli,Quick Bites,500
Punjabi Kitchen,True,False,3.6,202,Whitefield,Quick Bites,400
Bahar Cafe,True,True,4.0,903,Marathahalli,Casual Dining,750
Boondock Bistro,True,True,4.0,1623,Whitefield,"Casual Dining, Cafe",900
UBQ by Barbeque Nation,True,False,3.0,10,Whitefield,Delivery,450
Sri Udupi Park,True,False,3.1,226,Marathahalli,Casual Dining,500
Healthie,True,False,3.9,118,Whitefield,Delivery,600
Omleterian,True,False,3.3,4,Whitefield,Delivery,200
Cakesta,True,False,4.1,119,"ITPL Main Road, Whitefield",Bakery,500
Mani's Dum Biryani,True,False,3.9,279,Marathahalli,Casual Dining,750
Kshatriya's Kitchen,True,False,3.7,54,Whitefield,Quick Bites,300
Rayalaseema Chefs,True,True,3.9,225,Marathahalli,Casual Dining,800
Biryani Paradise,True,False,3.8,131,Whitefield,Casual Dining,700
Bangaliana,True,False,3.6,124,Marathahalli,Quick Bites,600
Litti House,True,False,3.9,195,Brookefield,Quick Bites,300
Kalla's Restaurant,True,False,3.6,19,Marathahalli,Quick Bites,200
Tim Cafe,True,False,3.6,39,Marathahalli,Cafe,250
Sherlock's Pub,True,True,3.0,261,Brookefield,"Pub, Casual Dining",1500
Leon Grill,True,False,4.0,652,Marathahalli,Quick Bites,450
Koylas,True,False,3.0,9,Brookefield,Quick Bites,400
Green Hyderabad Biryani House,True,False,3.8,424,Whitefield,Casual Dining,800
Cafesta,True,False,4.3,559,Whitefield,Cafe,550
Nagas,True,False,3.0,94,Whitefield,Food Court,500
YumYumDilli,True,False,3.3,34,Whitefield,Delivery,500
Slurpy Shakes,True,False,3.0,8,Whitefield,Beverage Shop,300
Lassi Shop,True,False,3.7,11,Marathahalli,Beverage Shop,200
Taste Of India Family Restaurant,True,False,3.4,226,Whitefield,Quick Bites,400
Hyderabad Biryaani House,True,False,3.0,374,Whitefield,Casual Dining,550
Chefactory Gold by Flechazo,True,False,3.7,353,Whitefield,Casual Dining,700
R R Noodles Express,True,False,3.6,56,Marathahalli,"Takeaway, Delivery",300
Biryani Feast,True,False,2.9,132,Marathahalli,Delivery,600
Chulha Chauki Da Dhaba,True,False,4.1,295,Marathahalli,Casual Dining,1000
RoadHouse Grill,True,False,3.8,99,Whitefield,Quick Bites,450
Chai Point,True,False,3.8,90,Whitefield,"Beverage Shop, Quick Bites",250
eat.fit,True,False,4.4,1034,Whitefield,Delivery,500
You Mee,True,False,4.7,231,Whitefield,Casual Dining,2000
Akshara,True,False,4.0,136,Marathahalli,Casual Dining,1000
Spellbound,True,False,3.3,4,Whitefield,Quick Bites,400
Sri Rajalakshmi Sweets,True,False,3.6,22,Marathahalli,Sweet Shop,300
Foxtrot,True,True,4.4,1151,Marathahalli,"Pub, Casual Dining",1200
Just Shawarma,True,False,3.8,197,Brookefield,Quick Bites,300
Namma Madurai,True,False,3.6,20,"Varthur Main Road, Whitefield",Quick Bites,200
Just Bake,True,False,3.7,81,Brookefield,Bakery,400
BIB-Breakfast in the Box,True,False,3.7,61,Whitefield,Delivery,600
Cupcake Bliss,True,False,3.2,6,Brookefield,Bakery,250
Nagas,True,False,3.0,9,"Varthur Main Road, Whitefield","Takeaway, Delivery",300
Estaa Sweets,True,False,3.3,5,Marathahalli,Sweet Shop,300
Mugs N Burgers,True,True,4.0,130,Brookefield,Cafe,600
nu.tree,True,False,4.3,170,Whitefield,"Quick Bites, Beverage Shop",400
